text,author,published_at,like_count
I’m sorry but “both sides are calling for civil war?” And maybe I’m wrong but the conservatives are not calling for that. What I’ve heard from most everyone is that we will continue to fight the way Charlie did. Through words. By carrying on his mission. If any so called conservative is calling for civil war I would say they’re in the minority and are not truly conservative and don’t represent us. Because the rest of us who are sane have said nothing about civil war. There’s only one violent side that we know of and it’s not the conservatives,@mamakubwa254hallonda9,2025-09-26T20:43:58Z,0
Hey Van… Charlie was trying to reach you for RATINGS!!,@MsNo1SpaDiva,2025-09-26T20:41:29Z,1
"God is talking to you Mr. Van Jones.  There is a reason that happened and He loves YOU too whether you want to hear it or not.  There is no freedom in speech if people shoot each other.  (Tyler Robinson and His family are probably hurting.). We should be praying for their salvation.  Jesus came for the sick.  He came for Charlie, Van, the person reading this — and Tyler too.  Thank God He sent His Son for us sickos.  Wouldn’t want to do life without Him.  Come as you are.",@joykaczmarek1515,2025-09-26T20:40:27Z,0
This is what healing means 🇬🇧🙏🇺🇸,@stevenmcgowan3205,2025-09-26T20:40:17Z,0
"Oh Van says this NOW after Charlie was murdered. Van Jones you just said ""you didn't know etc."" that is because YOU NEVER GAVE HIM THE CHANCE. A lot that has been said about Charlie Kirk was false rumors from the radical left. Shame on you Mr. Jones. too late now",@pslay9324,2025-09-26T20:33:57Z,0
Hey Van stop caping for these assholes. Kirk was a race baiter and you are trying to save your neck from his phanatic followers. This shit is unbelievable. This is not a black peoples problem. Yet they center you there. wake up Van,@PamKnightSings,2025-09-26T20:19:05Z,1
Charlie Kirk should’ve applied his own advice and mind his words twice before offending those beneath him if he calls himself a christian. That is the real issue.,@channel101-r7c,2025-09-26T20:02:35Z,5
"That does not change the racist, homophobic anti-feminist position of kirk. Everybody tries to make This Guy a decent dude while he was a fascist going after the youth of the country. The dems couple who were killed lately at home are the ones to be celebrated. Van jones is a bit naive or believe he could stop the mouvement of hate from maga morons. It won’t. It’s Time to show strenght and moral views to these fascist too ignorant to know What it means.",@gillesarpin5091,2025-09-26T19:58:47Z,1
https://youtu.be/4PHuClVbe3c?si=kFXXew0TByF5FrNb,@화살촉-s2r,2025-09-26T19:52:22Z,0
"Right on, Van. So well said.",@michaelsallah2324,2025-09-26T19:42:56Z,0
"THAN YOU VAN, CHARLIE KIRK WAS AN HONORABLE, INTELLIGENT, GODLY MAN 🙏🙏🙏🙏🙏🙏🙏🙏",@luvmypitty,2025-09-26T19:42:35Z,0
"The domestic soldiers at the very least need to wear NAMETAGS. 
these are all Russian bots supporting lawless ICE  in these comments.",@garydeforve5055,2025-09-26T19:40:01Z,0
Not everyone wants to play debate games,@FitchEntertainment,2025-09-26T19:34:36Z,0
"I respect the sentiment conveyed here, but I do still find it disrespectful to his memory to say he was about honest debate and free speech. 

He doxxed professors and students he disagreed with ideologically and his audience paid to see clips of ""owns"" instead of discussion. It is the very epitome of hypocrisy.

He truly spent his entire career attacking people who he had no intention of understanding, and his audience has no intention of accepting -- but we can really only reveal hypocrites if they were alive to prove us right through their actions.",@wasabij,2025-09-26T19:29:36Z,0
"Wow. Thank you, Van, for not being a hater. Now tell everyone else there at CNN to stop calling Trump a fascist. Please.🙏",@Jrome3,2025-09-26T19:28:38Z,0
Kirk's dead.next topic please,@apneAtwo,2025-09-26T19:27:21Z,0
"interesting how he will send his attack dogs after he loses a debate then sends a PM where those attack dogs will not see and ask for ""respectable dialogue"" that just sounds abusive. If he was afraid of his fans they are not fans",@bsotech,2025-09-26T19:17:42Z,0
JUST turn to JESUS Christ of Nazaret AMEN 💕 Haleluja,@ZoranTomas-c3u,2025-09-26T19:16:59Z,0
"Now both sides only one side, conservative always for morals and what is right, some people just don't care, but i do and a lot of others care about are nation.  Jesus Is Coming, said there would be days like this, i'm on the lords side who's side are you on?",@jessewarren2010,2025-09-26T19:16:02Z,0
"How did Van not get fired for blatant lies about Charlie that almost called for action. It was horrifying to listen to Van after it was clear from the video of woman killed on train  that Van was off base and he did not do his homework. Shortly as after Charlie was gone. Now he is back pedalling. Come on Van, you are better than this, especially since the truth was as out before your rant.",@dianavanderclute4322,2025-09-26T19:10:50Z,0
He wasn't for violence?? Seriously? Lmao,@hurricanesweettea2149,2025-09-26T19:05:25Z,0
"Thank you Van. You are kind, generous and deeply human. Thank you for reminding us all that there is a dignity in the simple truth.",@Manchester1066,2025-09-26T19:05:08Z,0
"Self serving. Narcissistic tendencies and textbook example, right there. 🤫 You think Charlie was a racist and you verbalized it on a national stage. Please. You've changed your mind? Now?",@johnrush9533,2025-09-26T18:49:10Z,1
CNN this is partially your fault,@stylinskinnies,2025-09-26T18:41:26Z,1
Thank you van,@blessedchild6237,2025-09-26T18:33:10Z,0
"Oh the message was so wonderful,Van keep courage bro 😎 thanks 🙏",@yvonne629,2025-09-26T18:30:20Z,0
"Even satan (he doesn't meri a capital letter) can be good when it suits his purpose, sir.",@JRCooper7,2025-09-26T18:25:28Z,0
"Van's team got it wrong. Kirk was a racist, a misogynist and a bigot. He was hugely provocative then he blamed others for arguing back and he'd say let's talk amicably, like he was the good guy. It was a game that he was very good at. He took zero responsibility for himself and his words and he didn't believe he was accountable for anything. Everybody else was, though. I think he was a hypocritical bastard.",@Vocela,2025-09-26T18:14:25Z,0
Everybody should be agreeing with free speech. Left & right. Not civil war & not silecing anyones WORDS with violence,@mcpeewee68,2025-09-26T18:10:53Z,0
Yes,@loletashell3208,2025-09-26T18:09:40Z,0
This is how we do it in America.,@LoriCurl,2025-09-26T17:53:31Z,0
"I'm sorry, Charlie Kirk was not about open dialogue. I am disappointed in this characterization. He was about evading questions, deflecting, and trapping his debaters rhetorically (not with actual arguments). He characterized entire groups of people based on nothing other than race. He did not debate the merits of individuals within those groups. As long as you were part of the group, he demonized and insulted you. Just because he did that without yelling at the top of his lungs does not mean that is debate.",@Yvonne-i9b4i,2025-09-26T17:47:33Z,0
Thanks Van Jones. Blessings USA,@AntonioDosSantos-do8ey,2025-09-26T17:39:48Z,0
"Lefties...the same people who destroyed, exterminated, finished with Venezuela in the name of social justice",@AntonioDosSantos-do8ey,2025-09-26T17:39:22Z,0
Dialogue...Debate.... Charlie Kirk just wanted to raise the standards of culture & values...too deep for weak confused resented people ..He didn't deserve to be assassinated..CNN who do you represent!????,@AntonioDosSantos-do8ey,2025-09-26T17:38:47Z,0
"Sorry Democrats but too many lefties, progres  hidden as democrats... Sorry. But Charlie Kirk represents Greatness. He defended Christianity moral values freedom democracy. The Turning Point is now. We are millions of people all over the World 🌎",@AntonioDosSantos-do8ey,2025-09-26T17:36:46Z,0
Well after killing the young lady he quoted I got the white girl I don’t think that was racist.🤔🤔🤔🤔,@MH-lr7hi,2025-09-26T17:30:23Z,1
Y’all stop the BS it’s over really Van!,@SoniaT9205,2025-09-26T17:29:53Z,0
TY Van.U r a class act,@judyhyland499,2025-09-26T17:15:00Z,0
The only ones I have heard saying the right is talking about civil war is people on the left trying to fearmonger or rile up violence from others. I have never heard such a thing from anyone in any group on any platform in any medium...from the right. I have never heard of censoring or cancelling for no reason. People don't have free speech in the public. A company can fire or cancel anyone they want. They can have their shows cancelled easily when they no longer represent the brand of the network and they don't want you representing them. All people have to do is point it out. People think they have free speech protections that keep them from having consequences lawfully. Even Van in this BS statement kept saying how those things are appalling. No one on the right ever said em.,@sillEmediA,2025-09-26T17:01:03Z,0
Charlie Kirk was always promoting civil debate. Leftists just can't have conversations anymore. THAT IS THE REAL PROBLEM,@08AnnabelLee,2025-09-26T16:53:10Z,0
This is the only time I actually agree with CNN and gave them a thumbs up! I'm glad he acknowledged this!,@zizipop3703,2025-09-26T16:44:08Z,0
Well done,@Fulblade,2025-09-26T16:43:49Z,0
